Count,Tradelist Count,Name,Edition,Card Number,Condition,Language,Foil,Signed,Artist Proof,Altered Art,Misprint,Promo,Textless,My Price
1,0,Chariot of Victory,Journey into Nyx,159,Near Mint,English,,,,,,,,$0.00
1,0,Chariot of Victory,Journey into Nyx,159,Mint,English,,,,,,,,$0.00
2,1,Charmbreaker Devils,Commander 2020,147,Mint,English,,,,,,,,$0.00
1,1,Charmbreaker Devils,Commander 2021,162,Mint,English,,,,,,,,$0.00
1,0,Charmed Sleep,Throne of Eldraine,40,Mint,English,,,,,,,,$0.00
1,0,Charnelhoard Wurm,Commander 2013,180,Mint,English,,,,,,,,$0.00
1,0,Charnelhoard Wurm,Commander 2018,171,Mint,English,,,,,,,,$0.00
1,0,Chartooth Cougar,Scourge,84,Mint,English,,,,,,,,$0.00
2,0,Chasm Guide,Battle for Zendikar,143,Mint,English,,,,,,,,$0.00
1,0,Chatterstorm,Modern Horizons 2,152,Mint,English,,,,,,,,$0.00
2,0,Chemister's Insight,Commander 2019,80,Mint,English,,,,,,,,$0.00
1,0,Cherished Hatchling,Rivals of Ixalan,124,Mint,English,,,,,,,,$0.00
1,0,Chief Engineer,Magic 2015 Core Set,47,Near Mint,English,,,,,,,,$0.00
1,0,Chief of the Edge,Khans of Tarkir,169,Mint,English,,,,,,,,$0.00
2,0,Chief of the Foundry,Kaladesh,200,Mint,English,,,,,,,,$0.00
1,0,Chief of the Scale,Khans of Tarkir,170,Mint,English,,,,,,,,$0.00
1,0,Child of Night,Guilds of Ravnica,65,Mint,English,,,,,,,,$0.00
1,0,Children of Korlis,Time Spiral,8,Mint,English,,,,,,,,$0.00
1,0,Chill,Classic Sixth Edition,60,Good (Lightly Played),English,,,,,,,,$0.00
1,0,Chill of Foreboding,Dark Ascension,32,Mint,English,,,,,,,,$0.00
1,0,Chilling Grasp,Eldritch Moon,50,Mint,English,,,,,,,,$0.00
1,0,Chilling Shade,Coldsnap,53,Mint,English,,,,,,,,$0.00
2,0,Chilling Trap,Zendikar Rising,50,Mint,English,,,,,,,,$0.00
1,0,Chitinous Cloak,Oath of the Gatewatch,163,Mint,English,,,,,,,,$0.00
1,0,Chittering Harvester,Ikoria: Lair of Behemoths,80,Mint,English,,,,,,,,$0.00
2,1,Chittering Witch,Throne of Eldraine,319,Mint,English,,,,,,,,$0.00
1,0,Cho-Manno's Blessing,Mercadian Masques,12,Mint,English,,,,,,,,$0.00
1,0,Choking Restraints,Eldritch Moon,16,Mint,English,,,,,,,,$0.00
1,0,Choking Vines,Weatherlight,65,Good (Lightly Played),English,,,,,,,,$0.00
1,0,Chorus of the Conclave,Ravnica: City of Guilds,195,Near Mint,English,,,,,,,,$0.00
1,0,Chorus of the Tides,Born of the Gods,33,Mint,English,,,,,,,,$0.00
2,0,Chosen by Heliod,Theros,5,Mint,English,,,,,,,,$0.00
1,1,Chromeshell Crab,Commander 2019,81,Near Mint,English,,,,,,,,$0.00
1,0,Chromeshell Crab,Legions,32,Mint,English,,,,,,,,$0.00
1,0,Chronic Flooding,Return to Ravnica,32,Mint,English,,,,,,,,$0.00
1,0,Chronicler of Heroes,Theros,190,Mint,English,,,,,,,,$0.00
1,0,Chronomantic Escape,Future Sight,4,Mint,English,,,,,,,,$0.00
2,0,"Chulane, Teller of Tales",Throne of Eldraine,326,Near Mint,English,,,,,,,,$0.00
1,0,Churning Eddy,Torment,32,Mint,English,,,,,,,,$0.00
1,0,Cinder Barrens,Commander 2019,235,Mint,English,,,,,,,,$0.00
1,0,Cinder Giant,Weatherlight,93,Mint,English,,,,,,,,$0.00
2,0,Cinder Glade,Commander 2019,236,Mint,English,,,,,,,,$0.00
2,0,Cinder Glade,Commander 2020,263,Mint,English,,,,,,,,$0.00
1,0,Cinder Hellion,Oath of the Gatewatch,105,Mint,English,,,,,,,,$0.00
1,0,Cinder Marsh,Tempest,307,Near Mint,English,,,,,,,,$0.00
1,0,Cinder Pyromancer,Eventide,50,Mint,English,,,,,,,,$0.00
1,0,Cinder Seer,Urza's Destiny,78,Near Mint,English,,,,,,,,$0.00
1,0,Cinderbones,Shadowmoor,59,Mint,English,,,,,,,,$0.00
2,1,Cinderclasm,Zendikar Rising,136,Mint,English,,,,,,,,$0.00
1,0,Cinderhaze Wretch,Shadowmoor,60,Mint,English,,,,,,,,$0.00
1,0,Cinderheart Giant,Kaldheim,126,Mint,English,,,,,,,,$0.00
1,0,Cindervines,Ravnica Allegiance,161,Near Mint,English,,,,,,,,$0.00
1,0,Circle of Affliction,Planar Chaos,66,Near Mint,English,,,,,,,,$0.00
1,0,Circle of Protection: Artifacts,Fifth Dawn,8,Mint,English,,,,,,,,$0.00
1,0,Circle of Protection: Blue,Ice Age,237,Mint,English,,,,,,,,$0.00
1,0,Circle of Protection: Blue,Tempest,221,Mint,English,,,,,,,,$0.00
1,0,Circle of Protection: Green,Ice Age,238,Near Mint,English,,,,,,,,$0.00
1,0,Circle of Protection: Green,Tempest,222,Mint,English,,,,,,,,$0.00
1,0,Circle of Protection: Red,Ice Age,239,Near Mint,English,,,,,,,,$0.00
1,0,Circle of Protection: Red,Tempest,223,Mint,English,,,,,,,,$0.00
1,0,Circle of Protection: White,Ice Age,240,Near Mint,English,,,,,,,,$0.00
1,0,Circle of Protection: White,Tempest,225,Mint,English,,,,,,,,$0.00
1,0,Circuitous Route,Zendikar Rising Commander,62,Mint,English,,,,,,,,$0.00
2,0,Circuitous Route,Guilds of Ravnica,125,Mint,English,,,,,,,,$0.00
1,0,Circular Logic,Ultimate Masters,47,Mint,English,,,,,,,,$0.00
1,0,Citadel Siege,Commander 2021,85,Mint,English,,,,,,,,$0.00
1,0,Citanul Woodreaders,Modern Masters,140,Mint,English,foil,,,,,,,$0.00
1,0,Citywide Bust,Commander 2020,82,Mint,English,,,,,,,,$0.00
1,0,Citywide Bust,Guilds of Ravnica,4,Near Mint,English,,,,,,,,$0.00
1,0,Civic Guildmage,Mirage,211,Mint,English,,,,,,,,$0.00
2,0,Civic Saber,Return to Ravnica,227,Mint,English,,,,,,,,$0.00
1,0,Civic Wayfinder,Eternal Masters,161,Near Mint,English,,,,,,,,$0.00
2,0,Claim // Fame,Hour of Devastation,150,Mint,English,,,,,,,,$0.00
1,0,Claim the Firstborn,Throne of Eldraine,118,Mint,English,,,,,,,,$0.00
1,1,Clan Defiance,Gatecrash,151,Near Mint,English,,,,,,,,$0.00
2,0,Clan Defiance,Gatecrash,151,Mint,English,,,,,,,,$0.00
1,0,Clarion Spirit,Kaldheim,6,Mint,English,,,,,,,,$0.00
1,0,Clash of Titans,Ikoria: Lair of Behemoths,111,Mint,English,,,,,,,,$0.00
1,0,Clattering Augur,Modern Horizons 2,79,Mint,English,,,,,,,,$0.00
1,0,Claws of Valakut,Worldwake,75,Mint,English,,,,,,,,$0.00
1,0,Clay Golem,Adventures in the Forgotten Realms Commander,58,Mint,English,,,,,,,,$0.00
1,0,Cleanfall,Champions of Kamigawa,6,Mint,English,,,,,,,,$0.00
1,0,Cleansing Beam,Ravnica: City of Guilds,118,Mint,English,,,,,,,,$0.00
1,0,Cleansing Nova,Commander 2020,83,Mint,English,,,,,,,,$0.00
1,0,Cleansing Nova,Kaldheim Commander,20,Mint,English,,,,,,,,$0.00
1,0,Cleansing Nova,Commander 2021,86,Mint,English,,,,,,,,$0.00
1,0,Cleansing Nova,Core Set 2019,9,Mint,English,,,,,,,,$0.00
1,0,Cleansing Ray,Rivals of Ixalan,4,Mint,English,,,,,,,,$0.00
4,2,Cleansing Wildfire,Zendikar Rising,137,Mint,English,,,,,,,,$0.00
1,0,Clear the Mind,Ravnica Allegiance,34,Mint,English,,,,,,,,$0.00
1,0,Cleaver Riot,Magic 2013,125,Mint,English,,,,,,,,$0.00
1,0,Cleaving Sliver,Modern Horizons,121,Mint,English,,,,,,,,$0.00
1,0,Cleric of Chill Depths,Zendikar Rising,51,Mint,English,,,,,,,,$0.00
1,0,Cleric of Life's Bond,Zendikar Rising,222,Mint,English,,,,,,,,$0.00
1,0,Clever Conjurer,Adventures in the Forgotten Realms,51,Mint,English,,,,,,,,$0.00
4,2,Clever Impersonator,Commander 2019,82,Mint,English,,,,,,,,$0.00
1,0,Cliffhaven Kitesail,Zendikar Rising,243,Mint,English,,,,,,,,$0.00
1,0,Cliffhaven Vampire,Oath of the Gatewatch,153,Mint,English,,,,,,,,$0.00
1,0,Cliffside Lookout,Battle for Zendikar,20,Mint,English,,,,,,,,$0.00
2,0,Cliffside Rescuer,Commander 2019,1,Mint,English,,,,,,,,$0.00
1,0,Clip Wings,Shadows over Innistrad,197,Mint,English,,,,,,,,$0.00
2,0,Cloak and Dagger,Morningtide,141,Mint,English,,,,,,,,$0.00
1,0,Cloak and Dagger,Morningtide,141,Near Mint,English,,,,,,,,$0.00
1,0,Cloak of Feathers,Portal,45,Near Mint,English,,,,,,,,$0.00
1,0,Cloak of Invisibility,Mirage,58,Mint,English,,,,,,,,$0.00
1,0,Cloak of Mists,Urza's Saga,65,Mint,English,,,,,,,,$0.00
1,0,Clock of Omens,Magic 2013,202,Near Mint,English,,,,,,,,$0.00
1,0,Clockspinning,Time Spiral,53,Mint,English,,,,,,,,$0.00
1,0,Clockwork Beast,Beatdown Box Set,70,Mint,English,,,,,,,,$0.00
2,0,Clockwork Servant,Throne of Eldraine,216,Mint,English,,,,,,,,$0.00
1,0,Clockwork Vorrac,Mirrodin,156,Mint,English,,,,,,,,$0.00
1,0,Clone,Magic 2010,45,Near Mint,English,,,,,,,,$0.00
1,0,Clone Legion,Commander 2017,84,Near Mint,English,,,,,,,,$0.00
2,0,Clone Shell,Scars of Mirrodin,143,Mint,English,,,,,,,,$0.00
1,0,Clone Shell,Scars of Mirrodin,143,Near Mint,English,,,,,,,,$0.00
1,0,Closing Statement,Strixhaven: School of Mages,169,Mint,English,,,,,,,,$0.00
1,0,Clot Sliver,Tempest,6,Mint,English,,,,,,,,$0.00
1,0,Cloud Cover,Planeshift,98,Near Mint,English,,,,,,,,$0.00
1,0,Cloud of Faeries,Urza's Legacy,29,Near Mint,English,,,,,,,,$0.00
1,0,Cloud Spirit,Stronghold,26,Mint,English,,,,,,,,$0.00
1,1,Cloudblazer,Kaldheim Commander,84,Mint,English,,,,,,,,$0.00
1,0,Cloudblazer,Kaladesh,176,Mint,English,,,,,,,,$0.00
1,0,Cloudchaser Eagle,Tempest,227,Mint,English,,,,,,,,$0.00
1,0,Cloudchaser Kestrel,Time Spiral,10,Mint,English,,,,,,,,$0.00
1,0,Cloudcrest Lake,Champions of Kamigawa,274,Near Mint,English,,,,,,,,$0.00
2,0,Cloudfin Raptor,Ravnica Allegiance Guild Kit,108,Mint,English,,,,,,,,$0.00
1,0,Cloudfin Raptor,Gatecrash,32,Mint,English,,,,,,,,$0.00
1,1,Cloudform,Fate Reforged,32,Mint,English,,,,,,,,$0.00
1,0,Cloudgoat Ranger,Kaldheim Commander,21,Mint,English,,,,,,,,$0.00
1,0,Cloudgoat Ranger,Lorwyn,10,Near Mint,English,,,,,,,,$0.00
1,0,Cloudreader Sphinx,Dominaria,47,Mint,English,,,,,,,,$0.00
2,0,Cloudshift,Avacyn Restored,12,Mint,English,,,,,,,,$0.00
2,0,Cloudshredder Sliver,Modern Horizons,195,Near Mint,English,,,,,,,,$0.00
1,0,Cloudthresher,Lorwyn,202,Mint,English,,,,,,,,$0.00
1,0,Clout of the Dominus,Eventide,99,Mint,English,,,,,,,,$0.00
1,0,Cloven Casting,Alara Reborn,86,Mint,English,,,,,,,,$0.00
1,0,Cloven Casting,Alara Reborn,86,Near Mint,English,,,,,,,,$0.00
1,0,Clutch of Currents,Battle for Zendikar,72,Mint,English,,,,,,,,$0.00
3,2,Clutch of the Undercity,Ravnica: City of Guilds,197,Mint,English,,,,,,,,$0.00
1,0,Coalhauler Swine,Ravnica: City of Guilds,119,Near Mint,English,,,,,,,,$0.00
1,0,Coalition Flag,Apocalypse,2,Mint,English,,,,,,,,$0.00
1,0,Coalition Honor Guard,Eternal Masters,6,Mint,English,,,,,,,,$0.00
1,0,Coalition Victory,Invasion,241,Near Mint,English,,,,,,,,$0.00
1,0,Coastal Discovery,Battle for Zendikar,73,Mint,English,,,,,,,,$0.00
1,0,Coastal Tower,Invasion,321,Near Mint,English,,,,,,,,$0.00
1,0,Coastline Marauders,Commander Legends,168,Mint,English,,,,,,,,$0.00
1,0,Coat with Venom,Dragons of Tarkir,91,Mint,English,,,,,,,,$0.00
1,0,Code of Constraint,Ravnica Allegiance,35,Mint,English,,,,,,,,$0.00
1,0,Codespell Cleric,Kaldheim,7,Mint,English,,,,,,,,$0.00
1,0,Codex Shredder,Commander Legends,304,Mint,English,,,,,,,,$0.00
1,0,Cogworker's Puzzleknot,Kaladesh,201,Mint,English,,,,,,,,$0.00
1,0,Coiling Oracle,Modern Masters 2017 Edition,157,Near Mint,English,,,,,,,,$0.00
1,0,Coiling Oracle,Ravnica Allegiance Guild Kit,115,Near Mint,English,,,,,,,,$0.00
1,0,Coiling Oracle,Ravnica Allegiance Guild Kit,115,Mint,English,,,,,,,,$0.00
1,1,Coiling Oracle,Commander Legends,443,Mint,English,,,,,,,,$0.00
1,1,Coiling Oracle,Commander 2021,212,Mint,English,,,,,,,,$0.00
2,0,Cold-Eyed Selkie,Commander 2018,172,Mint,English,,,,,,,,$0.00
1,0,Cold-Eyed Selkie,Commander 2020,204,Mint,English,,,,,,,,$0.00
1,1,Cold-Eyed Selkie,Adventures in the Forgotten Realms Commander,183,Mint,English,,,,,,,,$0.00
1,0,Colfenor's Plans,Lorwyn,106,Near Mint,English,,,,,,,,$0.00
1,0,"Colfenor, the Last Yew",Commander Legends,274,Mint,English,,,,,,,,$0.00
1,0,Collateral Damage,Fate Reforged,95,Mint,English,,,,,,,,$0.00
1,0,Collective Defiance,Eldritch Moon,123,Mint,English,,,,,,,,$0.00
2,0,Colossal Majesty,Commander 2019,158,Mint,English,,,,,,,,$0.00
1,0,Colossal Majesty,Core Set 2019,173,Near Mint,English,,,,,,,,$0.00
1,0,Colossal Plow,Kaldheim,236,Mint,English,,,,,,,,$0.00
1,0,Colossification,Ikoria: Lair of Behemoths,148,Mint,English,,,,,,,,$0.00
2,0,Colossus Hammer,Core Set 2020,223,Mint,English,,,,,,,,$0.00
1,0,Combat Calligrapher,Commander 2021,14,Mint,English,,,,,,,,$0.00
1,0,Combat Professor,Strixhaven: School of Mages,11,Mint,English,,,,,,,,$0.00
1,0,Combine Chrysalis,Modern Horizons 2,191,Mint,English,,,,,,,,$0.00
1,0,Combo Attack,Battlebond,67,Mint,English,,,,,,,,$0.00
1,0,Combust,Magic 2012,128,Mint,English,,,,,,,,$0.00
1,0,Combustible Gearhulk,Commander 2021,163,Mint,English,,,,,,,,$0.00
1,0,Comet Storm,Commander Anthology,79,Mint,English,,,,,,,,$0.00
2,1,Comet Storm,Commander 2020,148,Mint,English,,,,,,,,$0.00
1,0,Comet Storm,Commander Legends,411,Mint,English,,,,,,,,$0.00
1,0,Command the Dreadhorde,War of the Spark,82,Mint,English,,,,,,,,$0.00
2,0,Command Tower,Commander 2013,281,Near Mint,English,,,,,,,,$0.00
5,0,Command Tower,Commander 2018,240,Mint,English,,,,,,,,$0.00
1,0,Command Tower,Commander 2019,237,Near Mint,English,,,,,,,,$0.00
9,1,Command Tower,Commander 2019,237,Mint,English,,,,,,,,$0.00
5,1,Command Tower,Commander 2020,264,Mint,English,,,,,,,,$0.00
1,1,Command Tower,Zendikar Rising Commander,124,Mint,English,,,,,,,,$0.00
1,1,Command Tower,Commander Legends,350,Mint,English,,,,,,,,$0.00
2,1,Command Tower,Kaldheim Commander,108,Mint,English,,,,,,,,$0.00
7,1,Command Tower,Throne of Eldraine,333,Mint,English,,,,,,,,$0.00
1,0,Commander's Insight,Commander 2021,23,Mint,English,,,,,,,,$0.00
1,1,Commander's Insignia,Commander 2019,2,Near Mint,English,,,,,,,,$0.00
1,0,Commander's Insignia,Commander 2019,2,Mint,English,,,,,,,,$0.00
1,0,Commander's Plate,Commander Legends,305,Mint,English,,,,,,,,$0.00
1,0,Commander's Sphere,Commander 2019,212,Near Mint,English,,,,,,,,$0.00
6,1,Commander's Sphere,Commander 2019,212,Mint,English,,,,,,,,$0.00
4,1,Commander's Sphere,Commander 2020,240,Mint,English,,,,,,,,$0.00
1,0,Commander's Sphere,Zendikar Rising Commander,109,Mint,English,,,,,,,,$0.00
3,3,Commander's Sphere,Commander Legends,306,Mint,English,,,,,,,,$0.00
1,1,Commander's Sphere,Kaldheim Commander,99,Mint,English,,,,,,,,$0.00
1,0,Commencement of Festivities,Kaladesh,148,Mint,English,,,,,,,,$0.00
2,1,Commune with Lava,Commander 2020,149,Mint,English,,,,,,,,$0.00
2,0,Commune with Nature,Tenth Edition,256,Mint,English,,,,,,,,$0.00
1,0,Commune with the Gods,Theros,155,Mint,English,,,,,,,,$0.00
1,0,Complete Disregard,Battle for Zendikar,90,Mint,English,,,,,,,,$0.00
1,0,Compost,Seventh Edition,235,Mint,English,,,,,,,,$0.00
1,0,Compulsive Research,Archenemy: Nicol Bolas,23,Mint,English,,,,,,,,$0.00
1,0,Compulsory Rest,Amonkhet,9,Mint,English,,,,,,,,$0.00
1,0,Concealed Courtyard,Kaladesh,245,Near Mint,English,,,,,,,,$0.00
1,0,Concealed Courtyard,Kaladesh,245,Mint,English,,,,,,,,$0.00
1,0,Concentrate,Explorers of Ixalan,9,Mint,English,,,,,,,,$0.00
2,0,Concerted Defense,Zendikar Rising,52,Mint,English,,,,,,,,$0.00
1,0,Conclave Naturalists,Magic Origins,171,Mint,English,,,,,,,,$0.00
2,1,Conclave Tribunal,Guilds of Ravnica,6,Mint,English,,,,,,,,$0.00
1,0,Conclave's Blessing,Ravnica: City of Guilds,11,Mint,English,,,,,,,,$0.00
1,0,Concordia Pegasus,Ravnica Allegiance,7,Mint,English,,,,,,,,$0.00
1,0,Condemn,Zendikar Rising Commander,12,Mint,English,,,,,,,,$0.00
1,0,Conduit of Storms,Eldritch Moon,124,Mint,English,,,,,,,,$0.00
1,0,Confiscate,Commander Legends,62,Mint,English,,,,,,,,$0.00
1,0,Confiscate,Urza's Saga,66,Mint,English,,,,,,,,$0.00
2,1,Confiscation Coup,Kaladesh,41,Near Mint,English,,,,,,,,$0.00
1,0,Conflux,From the Vault: Lore,3,Mint,English,foil,,,,,,,$0.00
1,0,Confound,Planeshift,22,Near Mint,English,,,,,,,,$0.00
1,0,Confounding Conundrum,Zendikar Rising,53,Mint,English,,,,,,,,$0.00
1,0,Confront the Past,Strixhaven: School of Mages,67,Mint,English,,,,,,,,$0.00
1,0,Confront the Unknown,Shadows over Innistrad,198,Near Mint,English,,,,,,,,$0.00
1,0,Confront the Unknown,Shadows over Innistrad,198,Mint,English,,,,,,,,$0.00
1,0,Conjurer's Ban,Guildpact,108,Mint,English,,,,,,,,$0.00
1,0,Conjurer's Bauble,Fifth Dawn,112,Near Mint,English,,,,,,,,$0.00
1,0,Conjurer's Closet,Commander 2013,239,Mint,English,,,,,,,,$0.00
1,0,Conquering Manticore,Rise of the Eldrazi,139,Mint,English,,,,,,,,$0.00
1,0,Conqueror's Galleon,Ixalan,234,Near Mint,English,,,,,,,,$0.00
1,0,Consign // Oblivion,Hour of Devastation,149,Mint,English,,,,,,,,$0.00
1,0,Consign to Dream,Shadowmoor,32,Mint,English,,,,,,,,$0.00
1,0,Consign to Dust,Commander 2018,136,Near Mint,English,,,,,,,,$0.00
1,0,Consign to the Pit,Ravnica Allegiance,69,Mint,English,,,,,,,,$0.00
1,0,Conspiracy,Mystery Booster Retail Edition Foils,35,Near Mint,English,,,,,,,,$0.00
1,0,Conspiracy Theorist,Strixhaven: School of Mages,94,Mint,English,,,,,,,,$0.00
1,0,Constricting Sliver,Magic 2015 Core Set,7,Mint,English,,,,,,,,$0.00
1,0,Consul's Shieldguard,Kaladesh,11,Mint,English,,,,,,,,$0.00
1,0,Consulate Dreadnought,Aether Revolt,146,Mint,English,,,,,,,,$0.00
1,0,Consulate Skygate,Battlebond,232,Mint,English,,,,,,,,$0.00
1,0,Consulate Skygate,Kaladesh,202,Mint,English,,,,,,,,$0.00
1,0,Consult the Necrosages,Ravnica: City of Guilds,199,Mint,English,,,,,,,,$0.00
1,0,Consume Spirit,Magic 2012,88,Near Mint,English,,,,,,,,$0.00
1,0,Consuming Aberration,Zendikar Rising Commander,89,Mint,English,,,,,,,,$0.00
1,0,Consuming Vortex,Champions of Kamigawa,54,Mint,English,,,,,,,,$0.00
1,0,Consuming Vortex,Champions of Kamigawa,54,Near Mint,English,,,,,,,,$0.00
1,0,Contagion Clasp,Scars of Mirrodin,144,Mint,English,,,,,,,,$0.00
2,0,Contagious Nim,Scars of Mirrodin,58,Mint,English,,,,,,,,$0.00
1,0,Containment Breach,Strixhaven: School of Mages,125,Mint,English,,,,,,,,$0.00
1,0,Containment Membrane,Oath of the Gatewatch,52,Mint,English,,,,,,,,$0.00
1,0,Contaminated Bond,Ninth Edition,120,Mint,English,,,,,,,,$0.00
1,0,Contaminated Ground,Gatecrash,59,Mint,English,,,,,,,,$0.00
2,0,Contempt,Stronghold,27,Near Mint,English,,,,,,,,$0.00
1,0,Contentious Plan,War of the Spark,46,Mint,English,,,,,,,,$0.00
1,0,Contested Cliffs,Commander 2013,282,Near Mint,English,,,,,,,,$0.00
1,0,Contraband Kingpin,Kaladesh,177,Near Mint,English,,,,,,,,$0.00
1,0,Control Magic,Eternal Masters,42,Mint,English,,,,,,,,$0.00
2,1,Conundrum Sphinx,Commander 2018,84,Mint,English,,,,,,,,$0.00
1,0,Conviction,Aether Revolt,12,Mint,English,,,,,,,,$0.00
1,0,Convolute,Eldritch Moon,53,Mint,English,,,,,,,,$0.00
1,0,Convulsing Licid,Stronghold,77,Mint,English,,,,,,,,$0.00
1,0,Coordinated Assault,Theros,116,Mint,English,,,,,,,,$0.00
1,0,Coordinated Barrage,Morningtide,7,Mint,English,,,,,,,,$0.00
2,0,Copper Myr,Scars of Mirrodin,146,Mint,English,,,,,,,,$0.00
2,0,Copperhorn Scout,Scars of Mirrodin,116,Near Mint,English,,,,,,,,$0.00
1,0,Coral Atoll,Commander Legends,480,Mint,English,,,,,,,,$0.00
1,0,Coral Atoll,Visions,160,Mint,English,,,,,,,,$0.00
1,0,Coral Barrier,Magic 2015 Core Set,49,Mint,English,,,,,,,,$0.00
1,0,Coral Trickster,Time Spiral,54,Mint,English,,,,,,,,$0.00
1,0,Coralhelm Chronicler,Zendikar Rising,54,Mint,English,,,,,,,,$0.00
1,0,Coralhelm Guide,Masters 25,49,Mint,English,,,,,,,,$0.00
1,0,Coralhelm Guide,Battle for Zendikar,74,Mint,English,,,,,,,,$0.00
1,0,Cordial Vampire,Modern Horizons,83,Mint,English,,,,,,,,$0.00
1,0,Core Prowler,Mirrodin Besieged,103,Mint,English,,,,,,,,$0.00
2,0,Corpse Blockade,Gatecrash,60,Mint,English,,,,,,,,$0.00
1,0,Corpse Churn,Commander Legends,113,Mint,English,,,,,,,,$0.00
1,0,Corpse Churn,Oath of the Gatewatch,83,Mint,English,,,,,,,,$0.00
1,0,Corpse Connoisseur,Modern Masters 2017 Edition,61,Mint,English,,,,,,,,$0.00
4,0,Corpse Cur,Scars of Mirrodin,147,Mint,English,,,,,,,,$0.00
1,0,Corpse Harvester,Legions,62,Mint,English,,,,,,,,$0.00
1,0,Corpse Knight,Core Set 2020,206,Near Mint,English,,,,,,,,$0.00
1,0,Corpse Knight,Core Set 2020,206,Mint,English,,,,,,,,$0.00
1,0,Corpse Knight,Core Set 2020,206,Mint,English,,,,,misprint,,,$0.00
1,0,Corpsejack Menace,Return to Ravnica,152,Mint,English,,,,,,,,$0.00
1,0,Corpseweft,Dragons of Tarkir,92,Good (Lightly Played),English,,,,,,,,$0.00
2,0,Corridor Monitor,Throne of Eldraine,41,Mint,English,,,,,,,,$0.00
1,0,Corrupt,Urza's Saga,124,Mint,English,,,,,,,,$0.00
1,0,Corrupt,Magic 2011,89,Mint,English,,,,,,,,$0.00
1,1,Corrupt Official,Mercadian Masques,128,Near Mint,English,,,,,,,,$0.00
1,0,Corrupted Conscience,Mirrodin Besieged,22,Mint,English,,,,,,,,$0.00
1,0,Corrupted Grafstone,Shadows over Innistrad,253,Near Mint,English,,,,,,,,$0.00
4,0,Corrupted Grafstone,Shadows over Innistrad,253,Mint,English,,,,,,,,$0.00
1,0,Corrupted Harvester,Scars of Mirrodin,59,Mint,English,,,,,,,,$0.00
1,0,Corrupted Resolve,New Phyrexia,32,Mint,English,,,,,,,,$0.00
1,0,Cosi's Ravager,Worldwake,77,Mint,English,,,,,,,,$0.00
1,0,"Cosima, God of the Voyage // The Omenkeel",Kaldheim,50,Mint,English,,,,,,,,$0.00
1,0,Cosmic Intervention,Kaldheim Commander,3,Mint,English,,,,,,,,$0.00
1,0,Cosmic Larva,Fifth Dawn,63,Mint,English,,,,,,,,$0.00
1,0,Cosmos Charger,Kaldheim,51,Mint,English,foil,,,,,,,$0.00
1,0,Cosmotronic Wave,Guilds of Ravnica,95,Mint,English,,,,,,,,$0.00
1,0,Costly Plunder,Ixalan,96,Near Mint,English,,,,,,,,$0.00
1,0,Costly Plunder,Ixalan,96,Mint,English,,,,,,,,$0.00
1,0,Counsel of the Soratami,Tenth Edition,76,Mint,English,,,,,,,,$0.00
1,0,Counterspell,Masters 25,50,Mint,English,,,,,,,,$0.00
1,0,Counterspell,Commander Legends,395,Mint,English,,,,,,,,$0.00
1,0,Countersquall,Ultimate Masters,198,Mint,English,,,,,,,,$0.00
2,0,Countless Gears Renegade,Aether Revolt,13,Mint,English,,,,,,,,$0.00
2,0,Courage in Crisis,War of the Spark,158,Mint,English,,,,,,,,$0.00
1,0,Courier's Capsule,Shards of Alara,37,Mint,English,,,,,,,,$0.00
1,0,Court Archers,Shards of Alara,126,Mint,English,,,,,,,,$0.00
1,0,Court Homunculus,Modern Masters 2015 Edition,13,Mint,English,,,,,,,,$0.00
1,0,Court Hussar,Ravnica Allegiance Guild Kit,5,Mint,English,,,,,,,,$0.00
1,0,Court of Bounty,Commander Legends,220,Mint,English,,,,,,,,$0.00
2,0,Court Street Denizen,Commander Legends,17,Mint,English,,,,,,,,$0.00
1,0,Courtly Provocateur,Magic 2013,46,Mint,English,,,,,,,,$0.00
2,0,Coveted Jewel,Commander 2018,54,Mint,English,,,,,,,,$0.00
1,1,Coveted Jewel,Commander 2021,240,Mint,English,,,,,,,,$0.00
1,0,Coveted Prize,Zendikar Rising,95,Mint,English,,,,,,,,$0.00
1,0,Cowardice,Mercadian Masques,70,Near Mint,English,,,,,,,,$0.00
1,0,Crab Umbra,Rise of the Eldrazi,58,Mint,English,,,,,,,,$0.00
1,0,Crab Umbra,Rise of the Eldrazi,58,Near Mint,English,,,,,,,,$0.00
1,0,Crack the Earth,Betrayers of Kamigawa,98,Mint,English,,,,,,,,$0.00
1,0,Crackling Doom,Commander 2020,205,Mint,English,,,,,,,,$0.00
2,1,Crackling Drake,Commander 2019,190,Mint,English,,,,,,,,$0.00
2,0,Cradle of the Accursed,Amonkhet,241,Mint,English,,,,,,,,$0.00
1,0,Cradle to Grave,Planar Chaos,67,Near Mint,English,,,,,,,,$0.00
1,0,Crafty Cutpurse,Commander 2021,117,Mint,English,,,,,,,,$0.00
1,0,Crag Saurian,Mercadian Masques,185,Mint,English,,,,,,,,$0.00
3,0,Cragcrown Pathway // Timbercrown Pathway,Zendikar Rising,261,Mint,English,,,,,,,,$0.00
1,0,Cragplate Baloth,Zendikar Rising,183,Mint,English,,,,,,,,$0.00
1,0,Cram Session,Strixhaven: School of Mages,170,Mint,English,,,,,,,,$0.00
1,0,Cranial Archive,Khans of Tarkir,218,Mint,English,,,,,,,,$0.00
